candidate_id,case_id,pool,engine,method_id,route_id,outcome_type_hint,plan_side,plan_artifact,normalized_tags,tag_families_present,plan_parse_success,feature_parse_success,root_node_type,node_count,scan_node_count,join_node_count,aggregate_node_count,sort_node_count,materialize_node_count,planning_time_ms,execution_time_ms,total_actual_time_root_ms,total_shared_blks_hit,total_shared_blks_read,total_shared_blks_dirtied,total_shared_blks_written,root_plan_rows,root_actual_rows,root_total_cost,max_row_estimate_error_node_type,max_row_estimate_error_ratio,main_operator_families,scan_types,join_types,aggregate_types,sort_types,materialize_types
calcite_hep__calcite_hep_fail_closed_120__CONS_0036__pg,CONS_0036,consistency,pg,calcite_hep,calcite_hep_fail_closed_120,regression,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0036__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:scan|rewrite_opportunity:primary:aggregation_rewrite|rewrite_opportunity:secondary:predicate_pushdown,plan_operator|rewrite_opportunity,true,true,Aggregate,2,1,0,1,0,0,0.251,0.078,0.025,2,0,0,0,1,1,19.27,Seq Scan,2,"scan,aggregate",Seq Scan,,Aggregate,,
calcite_hep__calcite_hep_fail_closed_120__CONS_0036__pg,CONS_0036,consistency,pg,calcite_hep,calcite_hep_fail_closed_120,regression,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0036__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:scan|rewrite_opportunity:primary:aggregation_rewrite|rewrite_opportunity:secondary:predicate_pushdown,plan_operator|rewrite_opportunity,true,true,Aggregate,2,1,0,1,0,0,0.233,0.078,0.02,2,0,0,0,1,1,19.27,Seq Scan,2,"scan,aggregate",Seq Scan,,Aggregate,,
calcite_hep__calcite_hep_fail_closed_120__CONS_0037__pg,CONS_0037,consistency,pg,calcite_hep,calcite_hep_fail_closed_120,regression,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0037__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:aggregation_rewrite|sql_feature:primary:outer_join,plan_operator|rewrite_opportunity|sql_feature,true,true,Aggregate,7,2,1,1,3,0,0.407,0.12,0.068,16,0,0,0,200,2,684.669999999999959,Incremental Sort,2599,"scan,join,aggregate,sort",Seq Scan,Merge Join,Aggregate,"Incremental Sort,Sort",
calcite_hep__calcite_hep_fail_closed_120__CONS_0037__pg,CONS_0037,consistency,pg,calcite_hep,calcite_hep_fail_closed_120,regression,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__CONS_0037__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:aggregation_rewrite|sql_feature:primary:outer_join,plan_operator|rewrite_opportunity|sql_feature,true,true,Aggregate,7,2,1,1,3,0,0.445,0.115,0.063,16,0,0,0,200,2,684.669999999999959,Incremental Sort,2599,"scan,join,aggregate,sort",Seq Scan,Merge Join,Aggregate,"Incremental Sort,Sort",
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0011__pg,LONGTAIL_0011,longtail,pg,calcite_hep,calcite_hep_fail_closed_120,regression,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0011__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:expression_simplification|rewrite_opportunity:secondary:cte_strategy|sql_feature:primary:cte|sql_feature:primary:window_function|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,12,4,2,1,2,0,0.464,0.189,0.122,18,0,0,0,1,3,49,Seq Scan,635,"scan,join,aggregate,sort,other","CTE Scan,Seq Scan",Hash Join,Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0011__pg,LONGTAIL_0011,longtail,pg,calcite_hep,calcite_hep_fail_closed_120,regression,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0011__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:expression_simplification|rewrite_opportunity:secondary:cte_strategy|sql_feature:primary:cte|sql_feature:primary:window_function|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,18,5,3,1,4,0,0.475,0.207,0.11,52,0,0,0,1,3,97.5,Seq Scan,635,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0012__pg,LONGTAIL_0012,longtail,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0012__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:subquery_in_from|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,15,4,2,2,4,0,0.592,0.254,0.129,60,0,0,0,10,3,338.079999999999984,Seq Scan,680,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,"Incremental Sort,Limit,Sort",
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0012__pg,LONGTAIL_0012,longtail,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0012__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:subquery_in_from|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,16,5,2,2,4,0,0.656,0.241,0.115,66,0,0,0,10,3,350.329999999999984,Seq Scan,680,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,"Incremental Sort,Limit,Sort",
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0013__pg,LONGTAIL_0013,longtail,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0013__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:high_join_count|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,31,9,7,2,10,2,0.751,0.317,0.161,101,0,0,0,387,2,1410.410000000000082,Incremental Sort,4080,"scan,join,aggregate,sort,materialize,other","Seq Scan,Subquery Scan","Merge Join,Nested Loop",Aggregate,"Incremental Sort,Sort",Materialize
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0013__pg,LONGTAIL_0013,longtail,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0013__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:high_join_count|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,32,10,7,2,10,2,1.004,0.3,0.157,121,0,0,0,387,2,1447.349999999999909,Incremental Sort,4080,"scan,join,aggregate,sort,materialize,other","Seq Scan,Subquery Scan","Merge Join,Nested Loop",Aggregate,"Incremental Sort,Sort",Materialize
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0022__pg,LONGTAIL_0022,longtail,pg,calcite_hep,calcite_hep_fail_closed_120,regression,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0022__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|portability:suspected:null_semantics_gap|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,11,4,2,1,2,0,0.414,0.143,0.081,23,0,0,0,2407,3,362.079999999999984,Sort,802.333333333333371,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0022__pg,LONGTAIL_0022,longtail,pg,calcite_hep,calcite_hep_fail_closed_120,regression,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0022__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|portability:suspected:null_semantics_gap|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,11,4,2,1,2,0,0.474,0.142,0.082,23,0,0,0,2407,3,362.079999999999984,Sort,802.333333333333371,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0023__pg,LONGTAIL_0023,longtail,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0023__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|sql_feature:secondary:expression_complexity|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,12,5,2,2,1,0,0.462,0.21,0.131,23,0,0,0,423,5,130.199999999999989,Seq Scan,224.285714285714278,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0023__pg,LONGTAIL_0023,longtail,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0023__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|sql_feature:secondary:expression_complexity|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,12,5,2,2,1,0,0.325,0.139,0.083,23,0,0,0,423,5,130.199999999999989,Seq Scan,224.285714285714278,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0024__pg,LONGTAIL_0024,longtail,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0024__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,8,3,1,1,2,0,0.409,0.12,0.072,19,0,0,0,379,3,127.890000000000001,Seq Scan,226,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0024__pg,LONGTAIL_0024,longtail,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__LONGTAIL_0024__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,8,3,1,1,2,0,0.56,0.113,0.066,19,0,0,0,379,3,127.890000000000001,Seq Scan,226,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__PERF_0006__pg,PERF_0006,performance,pg,calcite_hep,calcite_hep_fail_closed_120,speedup,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0006__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|portability:suspected:type_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|sql_feature:secondary:expression_complexity|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,3,1,0,1,1,0,0.349,0.134,0.081,6,0,0,0,150,2,36.369999999999997,Seq Scan,75.666666666666671,"scan,aggregate,sort",Seq Scan,,Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__PERF_0006__pg,PERF_0006,performance,pg,calcite_hep,calcite_hep_fail_closed_120,speedup,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0006__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|portability:suspected:type_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|sql_feature:secondary:expression_complexity|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,3,1,0,1,1,0,0.393,0.111,0.065,6,0,0,0,150,2,36.369999999999997,Seq Scan,75.666666666666671,"scan,aggregate,sort",Seq Scan,,Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__PERF_0007__pg,PERF_0007,performance,pg,calcite_hep,calcite_hep_fail_closed_120,regression,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0007__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:scan|portability:suspected:datetime_semantics_gap|portability:suspected:type_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Aggregate,2,1,0,1,0,0,0.257,0.078,0.027,2,0,0,0,1,1,31.170000000000002,Seq Scan,2,"scan,aggregate",Seq Scan,,Aggregate,,
calcite_hep__calcite_hep_fail_closed_120__PERF_0007__pg,PERF_0007,performance,pg,calcite_hep,calcite_hep_fail_closed_120,regression,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0007__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:scan|portability:suspected:datetime_semantics_gap|portability:suspected:type_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Aggregate,2,1,0,1,0,0,0.259,0.075,0.023,2,0,0,0,1,1,31.170000000000002,Seq Scan,2,"scan,aggregate",Seq Scan,,Aggregate,,
calcite_hep__calcite_hep_fail_closed_120__PERF_0008__pg,PERF_0008,performance,pg,calcite_hep,calcite_hep_fail_closed_120,speedup,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0008__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|sql_feature:secondary:subquery_in_from|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,11,3,2,1,3,0,0.606,0.115,0.069,47,0,0,0,1,1,80.569999999999993,Seq Scan,308.5,"scan,join,aggregate,sort,other",Seq Scan,Hash Join,Aggregate,"Limit,Sort",
calcite_hep__calcite_hep_fail_closed_120__PERF_0008__pg,PERF_0008,performance,pg,calcite_hep,calcite_hep_fail_closed_120,speedup,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0008__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:materialization_strategy|sql_feature:primary:date_time_function|sql_feature:secondary:subquery_in_from|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,11,3,2,1,3,0,0.592,0.118,0.07,47,0,0,0,1,1,80.579999999999998,Seq Scan,308.5,"scan,join,aggregate,sort,other",Seq Scan,Hash Join,Aggregate,"Limit,Sort",
calcite_hep__calcite_hep_fail_closed_120__PERF_0013__pg,PERF_0013,performance,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0013__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,15,6,5,1,2,0,0.96,0.191,0.128,125,0,0,0,1,1,72.680000000000007,Seq Scan,376.666666666666686,"scan,join,aggregate,sort,other","Index Scan,Seq Scan","Hash Join,Nested Loop",Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__PERF_0013__pg,PERF_0013,performance,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0013__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,15,6,5,1,2,0,0.977,0.177,0.094,125,0,0,0,1,1,72.689999999999998,Seq Scan,376.666666666666686,"scan,join,aggregate,sort,other","Index Scan,Seq Scan","Hash Join,Nested Loop",Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__PERF_0017__pg,PERF_0017,performance,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0017__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,12,4,3,1,3,0,0.672,0.158,0.103,100,0,0,0,1,1,52.719999999999999,Seq Scan,2.5,"scan,join,aggregate,sort,other","Index Scan,Seq Scan",Nested Loop,Aggregate,"Limit,Sort",
calcite_hep__calcite_hep_fail_closed_120__PERF_0017__pg,PERF_0017,performance,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0017__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,12,4,3,1,3,0,0.698,0.155,0.1,100,0,0,0,1,1,52.729999999999997,Seq Scan,2.5,"scan,join,aggregate,sort,other","Index Scan,Seq Scan",Nested Loop,Aggregate,"Limit,Sort",
calcite_hep__calcite_hep_fail_closed_120__PERF_0019__pg,PERF_0019,performance,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0019__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:predicate_pushdown|sql_feature:primary:outer_join|sql_feature:secondary:subquery_in_from|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,7,2,1,2,1,0,0.462,0.164,0.071,14,0,0,0,200,2,169.77000000000001,Aggregate,850,"scan,join,aggregate,sort,other",Seq Scan,Hash Join,Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__PERF_0019__pg,PERF_0019,performance,pg,calcite_hep,calcite_hep_fail_closed_120,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0019__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:predicate_pushdown|sql_feature:primary:outer_join|sql_feature:secondary:subquery_in_from|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,7,2,1,2,1,0,0.455,0.193,0.094,14,0,0,0,200,2,169.77000000000001,Aggregate,850,"scan,join,aggregate,sort,other",Seq Scan,Hash Join,Aggregate,Sort,
calcite_hep__calcite_hep_fail_closed_120__PERF_0024__pg,PERF_0024,performance,pg,calcite_hep,calcite_hep_fail_closed_120,speedup,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/calcite_hep__calcite_hep_fail_closed_120__PERF_0024__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|portability:suspected:datetime_semantics_gap|rewrite_opportunity:primary:subquery_decorrelation|rewrite_opportunity:secondary:predicate_pushdown|sql_feature:primary:correlated_subquery|sql_feature:primary:date_time_function|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,13,5,3,1,1,3,0.701,0.12,0.082,40,0,0,0,1,1,77701.660000000003492,Seq Scan,680,"scan,join,aggregate,sort,materialize",Seq Scan,Nested Loop,Aggregate,Sort,Materialize
