table_id,metric_name,route_or_scope,denominator_id,source_artifact,recompute_input_level,formula_used,recomputed_value,retained_value,comparison_status,difference,tolerance,notes
Table 15,regression_rate_20pct,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,0.015873015873015872,0.015873015873015872,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,best_case_id,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,PERF_0007,PERF_0007,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,best_case_engine,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,spark,spark,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,best_case_speedup,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,1.1844599726785003,1.1844599726785003,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,worst_case_id,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,CONS_0037,CONS_0037,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,worst_case_engine,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,mysql,mysql,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,worst_case_speedup,sqlglot:sqlglot_optimize_same_dialect,sqlglot_optimize_same_dialect_exact63_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,0.717487087680735,0.717487087680735,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,speedup_denominator,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,93,93,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,gm_speedup,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,0.9959171214779622,0.995917121478,rounded_match,3.78E-14,integer exact or decimal <1e-9 / retained 4dp,
Table 15,median_speedup,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,0.999279423532,0.999279423532,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,win_count,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,12,12,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,tie_count,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,66,66,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,loss_count,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,15,15,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,regression_20pct_count,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,7,7,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,regression_rate_20pct,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,0.07526881720430108,0.0752688172043,rounded_match,1.08E-15,integer exact or decimal <1e-9 / retained 4dp,
Table 15,best_case_id,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,CONS_0011,CONS_0011,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,best_case_engine,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,pg,pg,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,best_case_speedup,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,1.29704731001,1.29704731001,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,worst_case_id,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,PERF_0007,PERF_0007,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,worst_case_engine,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,pg,pg,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,worst_case_speedup,calcite_hep:calcite_hep_fail_closed_120,common_core_v0_40_same_engine_calcite_hep_exact93_timing,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,per-case timing rows,exact_match and timing_success rows; GM=exp(mean(log(speedup_ratio))); median over speedup_ratio; wins>1.05 ties 0.95..1.05 losses<0.95; Regression@20=count(speedup_ratio<0.8)/denominator,0.656673938818,0.656673938818,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 15,route-summary-only timing row,r_bot:r_bot_same_engine_rewrite,generated_pg15_from_pg40_expansion_match_exact_only,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,route summary row,not recomputed; clean lower-level paper-facing denominator not retained,not_recomputed,denom=15;gm=0.9218248321470981;median=0.9820746516046041;regression_rate=0.2,artifact_only_not_recomputed,NA,integer exact or decimal <1e-9 / retained 4dp,Accepted as retained artifact-only.
Table 15,route-summary-only timing row,sqlglot:sqlglot_combined_same_engine_240,timing_success_137_on_common_core_v0_40_two_route_aggregate_240,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,route summary row,not recomputed; clean lower-level paper-facing denominator not retained,not_recomputed,denom=137;gm=1.0179;median=needs_per_case_timing_aggregation;regression_rate=0.0511,artifact_only_not_recomputed,NA,integer exact or decimal <1e-9 / retained 4dp,Accepted as retained artifact-only.
Table 15,route-summary-only timing row,direct_llm:direct_llm_execute_repair_1shot,final_exact_timing_96_on_common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,route summary row,not recomputed; clean lower-level paper-facing denominator not retained,not_recomputed,denom=96;gm=1.0430582867389244;median=1.009402551073825;regression_rate=0.041666666666666664,artifact_only_not_recomputed,NA,integer exact or decimal <1e-9 / retained 4dp,Accepted as retained artifact-only.
Table 16,selected frontier row count,selected_pg_frontier,selected_frontier_6,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/selected_plan_observability_frontier_v1.csv,selected frontier csv,count rows,6,6,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 16,delta_class counts,selected_pg_frontier,selected_frontier_6,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/selected_plan_observability_frontier_v1.csv,selected frontier csv,Counter(delta_class),buffer_or_runtime_delta_without_operator_change:1|failure_diagnostic:1|join_strategy_change:1|mixed_operator_change:1|node_count_change:1|scan_strategy_change:1,buffer_or_runtime_delta_without_operator_change:1|failure_diagnostic:1|join_strategy_change:1|mixed_operator_change:1|node_count_change:1|scan_strategy_change:1,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,Selected frontier only; no full-denominator NodeAlignmentCoverage inferred.
Table 16,confidence counts,selected_pg_frontier,selected_frontier_6,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/selected_plan_observability_frontier_v1.csv,selected frontier csv,Counter(confidence),low:1|medium:4|none:1,low:1|medium:4|none:1,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,Selected frontier only; no full-denominator NodeAlignmentCoverage inferred.
Table 16,source_plan_available counts,selected_pg_frontier,selected_frontier_6,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/selected_plan_observability_frontier_v1.csv,selected frontier csv,Counter(source_plan_available),no:1|yes:5,no:1|yes:5,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,Selected frontier only; no full-denominator NodeAlignmentCoverage inferred.
Table 16,rewrite_plan_available counts,selected_pg_frontier,selected_frontier_6,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/selected_plan_observability_frontier_v1.csv,selected frontier csv,Counter(rewrite_plan_available),no:1|yes:5,no:1|yes:5,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,Selected frontier only; no full-denominator NodeAlignmentCoverage inferred.
Table 16,NodeAlignmentCoverage status,full denominator,common_core_v0_40_same_engine_120,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/selected_plan_observability_frontier_v1.csv,selected frontier csv,full metric unsupported without full-denominator node-alignment artifact,NA_future_work,NA_future_work,not_supported_expected_NA,NA,integer exact or decimal <1e-9 / retained 4dp,Selected PG frontier is not full NodeAlignmentCoverage.
Table 17,PORT bounded execution,SQLGlot Transpile,bounded_PORT6,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/port_bounded_route_closure_v1.csv,port closure summary row,retained executed fraction,1/6,1/6,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 17,PORT bounded consistency,SQLGlot Transpile,bounded_PORT6,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/port_bounded_route_closure_v1.csv,port closure summary row,retained consistent fraction,1/6,1/6,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 17,PORT bounded execution,LLM Translate,bounded_PORT6,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/port_bounded_route_closure_v1.csv,port closure summary row,retained executed fraction,6/6,6/6,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 17,PORT bounded consistency,LLM Translate,bounded_PORT6,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/port_bounded_route_closure_v1.csv,port closure summary row,retained consistent fraction,6/6,6/6,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 17,SpeedupTransferRate computable,bounded_PORT6,bounded_PORT6,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/speedup_transfer_readiness_v1.csv,speedup transfer readiness rows,unique speedup_transfer_rate_computable values,no,no,not_supported_expected_NA,NA,integer exact or decimal <1e-9 / retained 4dp,Expected NA due to missing paired target-engine timing.
Table 17,SpeedupTransferRate blocker,bounded_PORT6,bounded_PORT6,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/speedup_transfer_readiness_v1.csv,speedup transfer readiness rows,unique blocker values,missing_paired_target_engine_timing,missing_paired_target_engine_timing,not_supported_expected_NA,NA,integer exact or decimal <1e-9 / retained 4dp,
Table 18,SQLSolver support scope,SQLSolver,support_pairs_4_smoke,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/verifier_support_pair_ledger_v1.csv,verifier ledger,retained denominator_scope,support_pairs_4_smoke,support_pairs_4_smoke,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 18,SQLSolver support,SQLSolver,support_pairs_4_smoke,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/verifier_support_pair_ledger_v1.csv,verifier ledger,parse bounded_N_over_D_support,3/4,3/4,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 18,SQLSolver verdict split,SQLSolver,support_pairs_4_smoke,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/verifier_support_pair_ledger_v1.csv,verifier ledger,detailed verdict split not retained,NA_not_retained,NA_not_retained,not_supported_expected_NA,NA,integer exact or decimal <1e-9 / retained 4dp,
Table 18,VeriEQL prove,VeriEQL,bounded_canary_cons_0035_pairs_2,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/verifier_support_pair_ledger_v1.csv,verifier ledger,retained prove count,0,0,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 18,VeriEQL refute,VeriEQL,bounded_canary_cons_0035_pairs_2,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/verifier_support_pair_ledger_v1.csv,verifier ledger,retained refute count,2,2,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 18,VeriEQL unknown,VeriEQL,bounded_canary_cons_0035_pairs_2,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/verifier_support_pair_ledger_v1.csv,verifier ledger,retained unknown count,0,0,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 18,VeriEQL timeout,VeriEQL,bounded_canary_cons_0035_pairs_2,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/verifier_support_pair_ledger_v1.csv,verifier ledger,retained timeout count,0,0,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 18,verifier denominator not common-core same-engine,verifier support,support_pairs_not_common_core_120,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/verifier_support_pair_ledger_v1.csv,verifier ledger,all denominator_scope values differ from common_core_v0_40_same_engine_120,True,True,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 20,coverage of Section 8.2-8.10,artifact map,paper_artifact_index,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/paper_artifact_index_v1.csv,artifact index,count expected Section 8.2 through 8.10 locations present,8/9,8/9,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,"Section 8.4 is not represented in the retained artifact index; coverage is reported from the index itself, not inferred from paper prose."
Table 20,coverage of Appendix A-I,artifact map,paper_artifact_index,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/paper_artifact_index_v1.csv,artifact index,count expected Appendix A through I locations present,9/9,9/9,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,
Table 20,artifact map status counts,artifact map,paper_artifact_index,reports/evaluation/common_core_v0/12_PORT_VERIFIER_ARTIFACT_MAP_V1/paper_artifact_index_v1.csv,artifact index,Counter(status),aggregation_ready:4|manual_review_needed:1|new_experiment_needed:1|not_supported_write_NA:1|ready:8|ready_with_boundary:8,aggregation_ready:4|manual_review_needed:1|new_experiment_needed:1|not_supported_write_NA:1|ready:8|ready_with_boundary:8,exact_match,0,integer exact or decimal <1e-9 / retained 4dp,Artifact index is the lower-level source for status counts.
